term,home_ownership,purpose,verification_status,loan_status,loan_amnt,funded_amnt,funded_amnt_inv,annual_inc,int_rate,installment,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_amnt,repay_fail
36 months,RENT,debt_consolidation,Source Verified,Charged Off,15000,15000,15000,70000,15.27,521.97,8.25,0,2,8,0,22077,16,1852.91,1852.91,664.53,376.47,521.97,1
36 months,MORTGAGE,home_improvement,Not Verified,Does not meet the credit policy. Status:Charged Off,6625,6625,6150,155000,18.61,241.55,28.17,0,4,16,1,28519,52,1466.1,1360.95,567.71,397.53,241.55,1
36 months,RENT,debt_consolidation,Verified,Charged Off,24000,24000,23950,68250,16.45,849.12,15.09,0,1,6,0,28569,11,10189.39,10168.23,6721.35,3448.65,849.12,1
60 months,RENT,major_purchase,Verified,Fully Paid,3000,3000,3000,22951,15.28,71.82,6.01,0,0,4,0,3069,4,3362.067873,3362.07,3000,362.07,2718.29,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,22250,22250,22200,135000,12.42,743.49,17.08,0,1,13,0,30119,28,23748.62175,23695.25,22250,1498.62,19293.35,0
36 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,6000,6000,6000,40000,6.99,185.24,7.05,0,0,10,0,7062,27,6658.232969,6658.23,6000,658.23,923.07,0
60 months,RENT,debt_consolidation,Source Verified,Fully Paid,7200,7200,7200,19200,10.36,154.26,14.31,0,0,9,0,12051,18,9255.381895,9255.38,7200,2055.38,154.04,0
36 months,MORTGAGE,credit_card,Verified,Fully Paid,27400,27400,27300,108000,10.99,896.92,18.5,0,1,16,0,9022,38,31574.68971,31459.45,27400,4174.69,11882.23,0
36 months,MORTGAGE,home_improvement,Not Verified,Fully Paid,2000,2000,2000,40000,7.9,62.59,9.78,0,1,13,0,4993,24,2013.37,2013.37,2000,13.37,2013.61,0
60 months,RENT,other,Source Verified,Fully Paid,10800,10800,10800,40000,15.99,262.58,7.2,0,0,5,0,6766,5,15643.71998,15643.72,10800,4843.72,2252.14,0
36 months,RENT,major_purchase,Source Verified,Fully Paid,5000,5000,4925,41500,7.29,155.05,7.08,0,0,11,0,5349,22,5581.772363,5498.05,5000,581.77,170.16,0
36 months,MORTGAGE,other,Not Verified,Charged Off,10000,10000,7549.995169,90000,9.63,320.95,3.27,0,3,19,0,8976,40,4799.09,3622.06,3543.62,942.73,320.95,1
36 months,RENT,vacation,Verified,Fully Paid,4550,4550,4550,20664,13.72,154.9,20.94,0,1,4,0,2302,4,5256.750754,5256.75,4550,706.75,12.24,0
36 months,RENT,other,Verified,Does not meet the credit policy. Status:Charged Off,2000,2000,2000,24500,15.33,69.66,14.35,0,4,2,0,478,3,89.82,89.82,0,0,0,1
36 months,RENT,debt_consolidation,Verified,Fully Paid,24000,24000,23975,100300,11.99,797.03,10.61,0,2,9,0,10933,34,28528.36566,28498.65,24000,4528.37,1434.33,0
60 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,16000,16000,15613.99548,74000,11.86,354.79,24.52,0,0,10,0,15947,35,20665.39746,20035.47,16000,4665.4,6509.89,0
36 months,OWN,home_improvement,Not Verified,Fully Paid,2000,2000,2000,54000,10.99,65.47,11.29,2,0,14,0,13091,46,2420.025471,2420.03,2000,420.03,137.88,0
36 months,RENT,debt_consolidation,Source Verified,Charged Off,14500,14500,14500,48000,15.57,506.71,21.88,0,0,8,0,7128,20,13173.5,13173.5,9761.88,3392.56,506.71,1
60 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,23000,23000,22975,65000,21.36,626.9,24.81,0,2,30,0,18020,56,35966.74588,35927.66,23000,12966.75,10276.3,0
36 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,10000,10000,10000,91092,13.43,339.02,1.53,0,1,10,0,3808,27,12204.47329,12204.47,10000,2204.47,374.54,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,25000,25000,24381.11626,87700,10.25,809.62,1.46,0,0,13,0,15601,48,28252.05407,27549.85,25000,3252.05,12933.23,0
36 months,RENT,credit_card,Source Verified,Fully Paid,12000,12000,12000,85000,10.37,389.3,9.02,0,0,6,0,14868,8,14015.92169,14015.92,11999.97,2015.95,399.82,0
60 months,RENT,house,Verified,Does not meet the credit policy. Status:Charged Off,12000,12000,12000,90672,16.45,294.7,6.39,0,5,7,0,52,16,13157.33,13157.33,945.11,1115.99,589.4,1
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,7200,7200,6950,40000,13.22,243.37,22.77,0,1,8,0,9325,14,8688.572412,8386.89,7200,1488.57,1882.07,0
36 months,MORTGAGE,moving,Not Verified,Fully Paid,6000,6000,6000,60000,12.73,201.4,12.8,0,0,7,1,7088,12,7250.827336,7250.83,6000,1250.83,222.95,0
36 months,RENT,debt_consolidation,Source Verified,Fully Paid,7200,7200,7200,60000,13.49,244.3,14.6,0,0,4,0,17268,16,8523.21827,8523.22,7200,1323.22,3411.15,0
60 months,MORTGAGE,major_purchase,Not Verified,Fully Paid,8000,8000,7850,115000,13.98,186.07,6.03,0,1,7,0,0,35,10083.89283,9894.82,8000,2083.89,2481.32,0
36 months,MORTGAGE,credit_card,Not Verified,Fully Paid,10400,10400,10400,112500,15.62,363.69,13.56,0,2,14,1,17320,37,12010.18559,12010.19,10400,1610.19,7290.5,0
36 months,MORTGAGE,major_purchase,Not Verified,Fully Paid,10000,10000,8975,125000,7.51,311.1,0.29,0,1,14,0,1323,30,10240.99775,9191.31,10000,241,4.81,0
36 months,RENT,medical,Not Verified,Charged Off,3000,3000,3000,60000,16.89,106.8,2.54,3,0,3,2,0,10,2411.69,2411.69,1678.19,657.51,106.8,1
36 months,RENT,small_business,Verified,Does not meet the credit policy. Status:Charged Off,12000,12000,11976.71,28000,13.85,409.26,4.33,0,4,6,0,2011,9,1730.73,1729.68,820.95,405.72,409.26,1
36 months,RENT,debt_consolidation,Source Verified,Charged Off,13000,13000,13000,67000,10.59,423.09,14.99,0,2,7,0,2311,13,5069.04,5069.04,3879.22,1189.82,423.09,1
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,2000,2000,2000,61000,7.9,62.59,13.22,1,0,7,0,2279,13,2252.855815,2252.86,2000,252.86,66.08,0
36 months,OWN,wedding,Verified,Fully Paid,22500,22500,22450,92000,10.99,736.52,6.69,0,0,12,0,7672,28,22961.67078,22910.64,22500,461.67,6030.42,0
36 months,MORTGAGE,debt_consolidation,Source Verified,Charged Off,4000,4000,3750,40000,9.99,129.05,18.6,0,0,10,0,10998,14,3977.55,3727.99,3232.75,620.77,129.05,1
36 months,OWN,major_purchase,Not Verified,Fully Paid,3600,3600,3081.13,33000,11.58,118.85,23.6,0,2,8,0,10018,12,4278.547664,3586.98,3600,678.55,123.32,0
36 months,OWN,debt_consolidation,Not Verified,Fully Paid,12500,12500,12451.47749,75000,15.33,435.36,0.64,0,0,2,0,1161,10,15674.79603,15610.39,12500,3174.8,447.18,0
36 months,MORTGAGE,home_improvement,Verified,Fully Paid,15000,15000,14700,80000,16.07,527.91,17.37,1,3,12,0,4902,32,18243.59721,17878.73,15000,3217.2,7688.24,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,12000,12000,11625,73527,12.42,400.99,21.87,0,0,20,0,26694,40,14435.3454,13984.24,12000,2435.35,419.19,0
36 months,OWN,credit_card,Not Verified,Fully Paid,5000,5000,5000,42000,10.59,162.73,8.69,0,0,13,0,3731,28,5045.09,5045.09,5000,45.09,5045.2,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,6000,6000,6000,45000,12.61,201.04,6.24,0,2,10,0,9570,15,7237.622955,7237.62,6000,1237.62,234.42,0
60 months,RENT,debt_consolidation,Source Verified,Fully Paid,15000,15000,14975,60000,13.98,348.87,10.68,0,0,9,0,16566,18,20090.27207,20056.79,15000,5072.83,6824.49,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,19800,19800,19525,116000,11.48,652.78,1.29,0,0,7,0,4110,20,23531.17198,23204.35,19800,3700.17,62.22,0
36 months,MORTGAGE,home_improvement,Source Verified,Does not meet the credit policy. Status:Fully Paid,18000,12275,12250,66000,10.36,398.16,0.2,0,5,4,1,583,12,13218.57592,13191.65,12275,943.58,9638.55,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,24250,24250,24225,2.00E+05,12.53,811.56,10.84,0,0,11,0,72210,24,27565.43642,27537.02,24250,3315.44,15410.96,0
36 months,RENT,major_purchase,Not Verified,Fully Paid,3000,3000,285.3610221,45996,9.76,96.47,15.94,2,1,3,0,1062,14,3472.665204,290.15,3000,472.67,97.17,0
36 months,MORTGAGE,major_purchase,Verified,Fully Paid,5000,5000,5000,45000,5.79,151.64,0.53,0,1,6,0,519,13,5459.123902,5459.12,5000,459.12,181.04,0
36 months,RENT,other,Not Verified,Charged Off,1500,1500,1475,18000,11.48,49.46,7.07,0,1,3,0,2217,4,211,207.49,106.02,41.94,49.46,1
60 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,14000,14000,13950,136000,10,297.46,10.4,0,0,6,0,27477,28,16360.15482,16301.73,14000,2360.15,9528.6,0
60 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,12000,12000,12000,65000,17.27,299.98,13.79,0,3,9,1,11137,19,16735.45998,16735.46,12000,4735.46,6855.85,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,7750,7750,7200,62000,10,250.08,25.32,0,6,14,0,20111,37,8946.258731,8311.36,7750,1196.26,1964.06,0
60 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,35000,35000,33918.94467,165000,21.67,960.11,15.31,0,0,8,0,31349,25,42723.9653,39916.05,35000,7723.97,31208.16,0
36 months,MORTGAGE,credit_card,Source Verified,Fully Paid,8000,8000,8000,69912,6.99,246.99,14.09,0,2,18,0,2969,51,8891.248716,8891.25,8000,891.25,259.55,0
60 months,MORTGAGE,home_improvement,Verified,Charged Off,30000,30000,29725,190000,12.42,673.72,8.05,0,0,9,0,20253,33,11451.62,11346.59,6704.28,4733.32,673.72,1
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,25000,25000,24875,110004,12.73,839.16,13.71,0,0,12,0,22985,29,30081.64518,29931.24,25000,5081.65,5001.05,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,16000,16000,15975,68000,7.9,500.65,20.84,1,0,5,0,4392,11,17999.809,17971.68,16000,1999.81,486.86,0
36 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,10000,10000,10000,65000,6.62,307.04,7.16,0,1,7,0,46667,24,11053.31,11053.31,10000,1053.31,326.35,0
36 months,RENT,debt_consolidation,Not Verified,Charged Off,8550,8550,8108.98,42000,10.25,276.89,18.89,0,0,8,0,3364,12,6294.81,6149.52,4896.08,1177.02,276.89,1
36 months,RENT,debt_consolidation,Verified,Fully Paid,20000,20000,20000,65004,15.33,696.57,23.46,0,3,7,0,13147,37,20468.29328,20468.29,20000,468.29,482.82,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,20000,20000,18260.96303,76000,7.88,625.63,12.52,0,0,13,0,13685,28,22047.27832,19931.01,20000,2047.28,9544.15,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,5800,5800,5800,45000,14.54,199.76,6.51,0,1,5,1,5391,23,7039.916778,7039.92,5800,1239.92,2249.65,0
36 months,RENT,major_purchase,Verified,Fully Paid,2100,2100,2100,60000,14.65,72.44,7.66,0,1,6,1,11502,20,2608.612559,2608.61,2100,508.61,2.33,0
36 months,RENT,vacation,Source Verified,Fully Paid,5000,5000,5000,36000,9.91,161.13,22.3,0,0,8,0,17285,11,5792.590678,5792.59,5000,792.59,640.3,0
60 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,28000,28000,27198.55463,85000,15.99,680.76,15.77,0,1,14,0,19671,39,37817.44503,36209.52,28000,9817.45,16073.48,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,10000,10000,10000,64600,13.48,339.25,6.09,0,0,9,0,8953,20,10916.59581,10916.6,10000,916.6,8210.32,0
36 months,RENT,credit_card,Not Verified,Fully Paid,8000,8000,8000,42000,5.99,243.34,8.94,0,0,11,0,77,13,8414.297123,8414.3,8000,414.3,4496.22,0
60 months,RENT,debt_consolidation,Not Verified,Charged Off,9600,9600,9258.451229,26000,17.06,238.9,11.91,0,0,6,0,8673,6,9714.8,9321.83,5102,3954.54,238.9,1
36 months,RENT,car,Verified,Fully Paid,5600,5600,5600,20000,10.75,182.68,1.44,0,0,11,0,1025,12,6542.943725,6542.94,5600,942.94,1256.72,0
36 months,MORTGAGE,major_purchase,Source Verified,Fully Paid,2700,2700,2700,66000,6.76,83.08,0.27,0,0,9,0,1176,13,2955.024514,2955.02,2700,255.02,1047.81,0
36 months,RENT,credit_card,Not Verified,Charged Off,6000,6000,6000,30000,14.27,205.86,15.68,0,0,5,0,13470,12,6528.97,6528.97,4997.41,1372.03,205.86,1
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,16100,16100,16000,70000,11.83,533.46,10.89,0,3,11,0,15942,20,19204.40751,19085.13,16100,3104.41,572.99,0
36 months,MORTGAGE,other,Not Verified,Fully Paid,5000,5000,4750,50004,9.32,159.74,0.36,3,2,10,0,49,32,5319.443379,5053.47,5000,289.45,115.06,0
36 months,RENT,debt_consolidation,Source Verified,Fully Paid,6800,6800,6800,64000,11.71,224.92,10.91,0,1,9,0,5567,15,8096.974146,8096.97,6800,1296.97,243.28,0
36 months,OWN,debt_consolidation,Source Verified,Fully Paid,5000,5000,5000,75000,14.65,172.48,13.06,0,3,6,0,15611,16,5737.194007,5737.19,5000,737.19,419.03,0
36 months,MORTGAGE,wedding,Not Verified,Fully Paid,10000,10000,10000,60000,5.99,304.18,0.2,0,0,6,0,289,27,10146.57668,10146.58,10000,146.58,1322.41,0
36 months,MORTGAGE,credit_card,Verified,Charged Off,3100,3100,3100,32000,7.51,96.45,17.55,0,1,6,0,5389,18,2721.58,2721.58,2243.06,343,96.45,1
36 months,MORTGAGE,credit_card,Not Verified,Fully Paid,10175,10175,10175,45136,12.69,341.32,10.79,0,1,12,0,17931,25,10965.1328,10965.13,10175,790.13,8579.72,0
60 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,25000,15675,15550,200004,11.49,344.66,10.14,0,0,14,0,3052,37,18410.83022,18264.01,15675,2735.83,11545.16,0
60 months,RENT,debt_consolidation,Verified,Fully Paid,24000,24000,23900,1.00E+05,15.99,583.51,19.66,0,0,4,0,4807,8,29430.14121,29307.52,24000,5430.14,18951.87,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,18000,18000,18000,156000,11.99,597.78,12.49,0,0,14,0,13416,23,21525.57386,21525.57,18000,3525.57,1203.63,0
36 months,MORTGAGE,other,Source Verified,Fully Paid,3000,3000,3000,65000,15.62,104.91,2.7,1,1,8,0,2512,12,3776.720974,3776.72,3000,776.72,111.53,0
36 months,OWN,debt_consolidation,Not Verified,Fully Paid,16000,16000,15950,70000,14.35,549.57,15.48,0,1,10,0,11200,25,19785.51357,19723.68,16000,3785.51,599.65,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,11250,11250,8815.592354,69996,12.21,374.8,19.01,0,1,10,0,16842,22,13492.45203,10273.5,11250,2242.45,383.5,0
60 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,20000,20000,20000,55000,16.4,490.63,15.38,0,0,10,0,11453,24,29473.63,29473.63,20000,9424.57,1458.66,0
36 months,OWN,credit_card,Not Verified,Fully Paid,5000,5000,1394.75,48000,10.08,161.53,3.33,0,0,3,1,899,11,5810.79372,1450.02,4999.99,810.8,480.9,0
36 months,MORTGAGE,other,Not Verified,Fully Paid,12500,12500,12400,60000,6.92,385.51,6.68,0,0,7,0,2899,12,13878.22677,13767.2,12500,1378.23,397.95,0
60 months,MORTGAGE,debt_consolidation,Verified,Does not meet the credit policy. Status:Charged Off,10000,10000,9875,55000,11.86,221.74,20.47,0,1,16,0,55708,57,7759.94,7662.57,5087.1,2672.84,34.3,1
60 months,MORTGAGE,debt_consolidation,Not Verified,Does not meet the credit policy. Status:Fully Paid,12000,12000,11815.29608,72000,11.86,266.09,4.07,0,5,6,0,2467,13,15350.39175,15070.73,12000,3350.4,5527.65,0
60 months,MORTGAGE,debt_consolidation,Verified,Current,28000,22075,21865.0457,91000,11.49,485.38,10.87,0,1,9,0,23715,26,27588.65,27249.88,20596.14,6992.51,485.38,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,8525,8525,8475,51600,6.54,261.44,5,0,0,7,0,8843,10,8890.381565,8838.24,8525,365.38,28.85,0
60 months,RENT,debt_consolidation,Not Verified,Fully Paid,12600,12600,12600,32000,13.49,289.86,20.33,0,0,12,1,13785,13,17316.38001,17316.38,12600,4716.38,2243.66,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,12000,12000,12000,75000,14.72,414.35,20,1,1,9,0,9677,48,14887.21533,14887.22,12000,2887.22,1658.26,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,25000,25000,24951.53395,132250,15.7,875.27,14.21,0,0,11,0,25262,17,30992.12445,30927.88,25000,5992.12,6259.24,0
60 months,RENT,debt_consolidation,Verified,Fully Paid,18000,18000,17975,48000,13.06,410.11,23.13,0,1,10,0,22620,39,24606.47002,24572.29,18000,6606.47,409.98,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,15000,15000,850,71000,9.01,477.07,6.88,0,0,16,0,6297,36,17163.96246,972.63,15000,2163.96,1902.2,0
36 months,RENT,debt_consolidation,Source Verified,Fully Paid,20000,20000,20000,65000,10.37,648.83,8.79,0,0,7,0,13964,17,23357.61019,23357.61,20000,3357.61,655.12,0
36 months,OWN,home_improvement,Not Verified,Fully Paid,10000,10000,10000,30000,7.88,312.81,4.84,0,0,4,0,9239,21,10476.51951,10476.52,10000,476.52,8188.04,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Charged Off,15000,9800,9775,75000,6.54,300.54,12.37,0,3,20,0,41954,38,4500.22,4488.81,3842.08,658.14,300.54,1
36 months,MORTGAGE,major_purchase,Not Verified,Charged Off,1000,1000,1000,1.00E+05,13.49,33.94,4.49,1,2,10,0,12304,24,135.04,135.04,91.85,43.19,33.94,1
60 months,RENT,other,Source Verified,Charged Off,12000,12000,11975,46000,15.65,289.59,9.39,0,2,8,1,2003,25,1106.21,1103.91,267.07,310.29,289.59,1
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,4500,4500,3979.674451,20004,8,141.02,13.74,0,0,9,0,3223,28,5076.435,4486.71,4500,576.43,152.97,0
60 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,18250,18250,18250,47000,12.61,411.61,23.03,0,3,5,0,4623,8,24143.60863,24143.61,18250,5893.61,6466.22,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,9200,9200,8350,61476,7.74,287.22,1.78,0,0,6,0,4600,18,10073.75645,9143.07,9200,873.76,333.16,0
36 months,MORTGAGE,credit_card,Not Verified,Fully Paid,18000,18000,17975,1.00E+05,13.48,610.64,6.24,0,0,13,0,14838,55,21983.81118,21953.28,18000,3983.81,669.61,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,7800,7800,7700,59000,12.21,259.86,11.69,0,1,9,0,7133,9,9355.413664,9235.47,7800,1555.41,275.64,0
36 months,RENT,moving,Not Verified,Fully Paid,3000,3000,3000,51000,8.9,95.26,5.36,0,0,3,0,603,5,3429.35,3429.35,3000,429.35,101.9,0
60 months,MORTGAGE,home_improvement,Not Verified,Fully Paid,14400,10175,5643.771602,60000,18.3,260.05,22.48,0,2,9,0,13057,14,13062.87442,7238.38,10175,2887.87,7873.66,0
36 months,MORTGAGE,credit_card,Verified,Fully Paid,7000,7000,6975,120000,7.49,217.72,20.53,0,0,14,0,53727,22,7257.951312,7232.03,7000,257.95,1514.84,0
36 months,RENT,major_purchase,Not Verified,Fully Paid,7000,7000,6975,70356,7.29,217.07,5.97,0,0,8,0,11350,23,7084,7058.7,7000,84,2.07,0
36 months,MORTGAGE,home_improvement,Verified,Does not meet the credit policy. Status:Fully Paid,20000,20000,7496.840138,290004,12.09,665.15,10.06,0,4,7,0,211463,40,23985.12964,8658.4,20000,3951.87,12.53,0
36 months,RENT,major_purchase,Not Verified,Fully Paid,5000,5000,5000,60000,5.79,151.64,1.34,0,1,5,0,4818,7,5192.25245,5192.25,5000,192.25,690.57,0
36 months,RENT,house,Source Verified,Fully Paid,7200,7200,6233.462997,54600,12.53,240.96,9.12,0,2,4,0,1050,7,8674.416393,7439.78,7200,1474.42,250.45,0
60 months,MORTGAGE,other,Source Verified,Fully Paid,7000,7000,7000,75000,10.74,151.3,12.72,0,2,10,0,5007,28,7698.809492,7698.81,7000,698.81,6036.56,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,10000,10000,9767.83777,1.00E+05,12.87,336.34,21.28,0,1,24,0,9470,58,11917.6922,11618.86,10000,1917.7,3514.43,0
36 months,OWN,debt_consolidation,Not Verified,Fully Paid,14000,14000,14000,52000,12.42,467.82,13.82,0,0,7,0,13205,24,16631.40425,16631.4,14000,2631.4,4481.39,0
36 months,RENT,other,Source Verified,Fully Paid,3625,3625,3625,19800,16.29,127.97,20.85,1,0,5,0,400,28,4606.63725,4606.64,3625,981.64,129.78,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,12000,12000,12000,51996,10.74,391.39,16.16,0,1,16,0,13009,27,12786.78566,12786.79,12000,786.79,10050.62,0
36 months,MORTGAGE,credit_card,Source Verified,Fully Paid,4000,4000,4000,25000,11.11,131.17,21.36,3,0,8,0,783,16,4478.234102,4478.23,4000,478.23,466.61,0
36 months,MORTGAGE,major_purchase,Not Verified,Charged Off,4000,4000,4000,48000,9.25,127.67,10.2,0,0,8,0,7831,21,4489.92,4489.92,3853.19,591.81,127.67,1
60 months,OWN,house,Verified,Fully Paid,25000,25000,24950,49200,13.49,575.12,22.07,0,2,12,0,27842,22,29738.00778,29678.53,25000,4738.01,19395.69,0
60 months,MORTGAGE,major_purchase,Verified,Does not meet the credit policy. Status:Fully Paid,11500,11500,11500,35000,19.41,300.92,15.53,0,8,18,0,5595,23,15646.28808,15646.29,11500,4146.29,8141.24,0
60 months,RENT,debt_consolidation,Not Verified,Charged Off,15000,15000,14954.592,43920,13.98,348.87,8.2,0,3,10,0,8840,29,10814.32,10757.46,6448.29,4353.04,348.87,1
36 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,9000,9000,9000,71700,13.8,306.73,24.5,0,1,15,0,35657,47,10991.15116,10991.15,9000,1991.15,1799.08,0
60 months,MORTGAGE,home_improvement,Not Verified,Charged Off,9600,9600,9600,162000,16.45,235.76,12.12,0,1,9,0,40870,22,5812.41,5812.41,2787.11,2621.8,235.76,1
36 months,MORTGAGE,other,Not Verified,Fully Paid,6000,6000,5678.440669,141600,11.49,197.83,6.31,0,2,13,0,22150,24,6404.910387,6059.24,6000,404.91,840.57,0
60 months,MORTGAGE,credit_card,Verified,Fully Paid,24000,18175,18042.79218,78000,15.7,439.09,13.92,0,1,7,0,20235,22,25986.70317,25792.36,18175,7811.7,4935.8,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,3000,3000,3000,19200,17.19,107.24,5.13,1,0,2,0,1441,4,3621.248893,3621.25,3000,621.25,1801.07,0
60 months,MORTGAGE,home_improvement,Verified,Charged Off,21000,21000,6975.004068,93000,9.99,446.09,8.1,0,2,12,0,7845,35,3113.09,1033.25,1378.57,851.03,446.09,1
36 months,OWN,home_improvement,Source Verified,Fully Paid,6000,6000,6000,1.00E+05,8.9,190.52,8.32,0,0,5,0,9844,16,6858.690043,6858.69,6000,858.69,197.28,0
36 months,RENT,credit_card,Not Verified,Fully Paid,7500,7500,7500,64800,9.63,240.71,5.06,0,4,6,0,6673,16,8654.430556,8654.43,7500,1154.43,967.64,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Charged Off,13000,13000,12900,37000,7.88,406.66,13.39,0,1,13,0,10046,27,7718.75,7659.47,6472.61,1246.14,406.66,1
36 months,RENT,debt_consolidation,Source Verified,Fully Paid,6000,6000,4407.61355,35004,14.11,205.38,16.76,1,0,8,0,1243,23,7412.009936,5318.67,6000,1412.01,236.35,0
